,log_diff,AAA10Y,BAMLH0A0HYM2EY,CPALTT01USM657N,DGS10,DTB3,EMVMACROBUS,EMVMACROCONSUME,EMVMACROFININD,EMVTAXESEMV,EPUSOVDEBT,GEPUCURRENT,NCBCMDPMVCE,POILBREUSDM,STLFSI2,TEDRATE,VIXCLS,HQMYC: 10.0-20.0,YIELD: 3 MO-7 YR,YIELD: 10 YR-20 YR,pmi_us_gt_50_up,pmi_us_gt_50_down,pmi_us_lt_50_up,pmi_us_lt_50_down,category
1997-49,-0.030440166239986226,0.99,8.82,-0.12383900928791,-0.030405405405405372,-0.02131782945736438,0.31158,1.97333,1.24631,7.4778899999999995,858.7729986376793,106.24636738382691,34.088680985799996,17.1,0.0852,0.86,27.92,-0.45999999999999996,-0.5800000000000001,-0.29000000000000004,0.0,1.0,0.0,0.0,0.0
1997-50,-0.003833429832897637,0.98,8.79,-0.12383900928791,-0.0034843205574913716,0.027722772277227747,0.31158,1.97333,1.24631,7.4778899999999995,858.7729986376793,106.24636738382691,34.088680985799996,17.1,0.0052,0.72,29.18,-0.45999999999999996,-0.41000000000000014,-0.28000000000000025,0.0,1.0,0.0,0.0,0.0
1997-51,-0.005944831096886254,0.94,8.81,-0.12383900928791,0.005244755244755206,0.0038535645472059787,0.31158,1.97333,1.24631,7.4778899999999995,858.7729986376793,106.24636738382691,34.088680985799996,17.1,0.1534,0.67,29.27,-0.45999999999999996,-0.40000000000000036,-0.2400000000000002,0.0,1.0,0.0,0.0,0.0
1997-52,0.028148935353328467,0.96,8.85,-0.12383900928791,0.0,0.0019193857965451588,0.31158,1.97333,1.24631,7.4778899999999995,858.7729986376793,106.24636738382691,34.088680985799996,17.1,0.1534,0.59,24.01,-0.41000000000000014,-0.40999999999999925,-0.2699999999999996,0.0,1.0,0.0,0.0,0.0
1998-00,0.0022662178998917263,0.97,8.81,0.185988840669536,-0.013913043478260834,-0.007662835249042099,0.31997,2.29315,0.8532700000000001,10.39918,1490.0879196989008,97.82358452937036,31.2148988583,15.09,-0.4832,0.63,23.42,-0.41000000000000014,-0.35999999999999943,-0.27000000000000046,0.0,1.0,0.0,0.0,1.0
1998-01,-0.04305164333199295,1.12,8.66,0.185988840669536,-0.04761904761904756,-0.050193050193050204,0.31997,2.29315,0.8532700000000001,10.39918,1490.0879196989008,97.82358452937036,31.2148988583,15.09,0.3447,0.74,28.69,-0.41000000000000014,-0.3200000000000003,-0.3699999999999992,0.0,1.0,0.0,0.0,0.0
1998-02,0.02935889857101311,1.08,8.65,0.185988840669536,0.025925925925925908,0.020325203252032464,0.31997,2.29315,0.8532700000000001,10.39918,1490.0879196989008,97.82358452937036,31.2148988583,15.09,-0.0419,0.61,21.65,-0.41000000000000014,-0.3799999999999999,-0.33000000000000007,0.0,1.0,0.0,0.0,0.0
1998-03,0.010443048341508986,1.07,8.66,0.185988840669536,0.028880866425992746,0.003984063745019917,0.31997,2.29315,0.8532700000000001,10.39918,1490.0879196989008,97.82358452937036,31.2148988583,15.09,-0.2012,0.58,23.32,-0.41000000000000014,-0.5,-0.33999999999999986,0.0,1.0,0.0,0.0,0.0
1998-04,0.021403298854403476,1.09,8.64,0.185988840669536,-0.029824561403508754,0.003968253968253954,0.31997,2.29315,0.8532700000000001,10.39918,1490.0879196989008,97.82358452937036,31.2148988583,15.09,-0.233,0.57,21.47,-0.5100000000000007,-0.3199999999999994,-0.34999999999999964,0.0,1.0,0.0,0.0,0.0
1998-05,0.03721754260491658,1.1,8.63,0.185643564356445,0.016274864376130127,-0.0039525691699603405,0.20915,1.20262,0.4183,6.53601,1492.8347559958856,85.67571233187108,31.2148988583,14.06,-0.2773,0.58,20.51,-0.5100000000000007,-0.4400000000000004,-0.3700000000000001,0.0,1.0,0.0,0.0,0.0
1998-06,-0.0036687693929665323,1.14,8.59,0.185643564356445,-0.02313167259786475,0.009920634920634885,0.20915,1.20262,0.4183,6.53601,1492.8347559958856,85.67571233187108,31.2148988583,14.06,-0.3488,0.54,19.84,-0.5100000000000007,-0.3100000000000005,-0.4299999999999997,0.0,1.0,0.0,0.0,0.0
1998-07,0.011430774728455826,1.11,8.58,0.185643564356445,0.009107468123861429,-0.0019646365422396617,0.20915,1.20262,0.4183,6.53601,1492.8347559958856,85.67571233187108,31.2148988583,14.06,-0.3393,0.54,19.0,-0.5100000000000007,-0.3700000000000001,-0.3899999999999997,0.0,1.0,0.0,0.0,0.0
1998-08,0.019893216657407627,1.09,8.65,0.185643564356445,0.014440433212996373,0.019685039370078705,0.20915,1.20262,0.4183,6.53601,1492.8347559958856,85.67571233187108,31.2148988583,14.06,-0.5081,0.5,18.55,-0.5100000000000007,-0.34999999999999964,-0.3700000000000001,0.0,1.0,0.0,0.0,0.0
1998-09,0.001867985534880875,1.05,8.72,0.18529956763433497,0.019572953736654908,-0.030888030888030937,0.13523,0.85645,0.7662899999999999,6.445880000000001,383.57662195893136,87.24887160816245,31.2148988583,13.08,-0.2911,0.67,19.14,-0.5100000000000007,-0.6299999999999999,-0.35999999999999943,0.0,1.0,0.0,0.0,0.0
1998-10,0.01787032422290317,1.08,8.66,0.18529956763433497,-0.02617801047120427,-0.01195219123505964,0.13523,0.85645,0.7662899999999999,6.445880000000001,383.57662195893136,87.24887160816245,31.2148988583,13.08,-0.1675,0.73,18.71,-0.5100000000000007,-0.5600000000000005,-0.3700000000000001,0.0,1.0,0.0,0.0,0.0
1998-11,0.01622802153307537,1.08,8.58,0.18529956763433497,-0.0017921146953404632,0.01814516129032251,0.13523,0.85645,0.7662899999999999,6.445880000000001,383.57662195893136,87.24887160816245,31.2148988583,13.08,-0.3709,0.64,18.69,-0.5100000000000007,-0.4499999999999993,-0.3799999999999999,0.0,1.0,0.0,0.0,0.0
1998-12,0.007620972772904898,1.05,8.57,0.18529956763433497,0.019748653500897495,0.005940594059405946,0.13523,0.85645,0.7662899999999999,6.445880000000001,383.57662195893136,87.24887160816245,31.2148988583,13.08,-0.3155,0.61,23.47,-0.5100000000000007,-0.54,-0.35000000000000053,0.0,1.0,0.0,0.0,0.0
1998-13,0.005535917684731839,1.1,8.58,0.184956843403215,-0.0369718309859155,-0.025590551181102317,0.48928,1.36998,0.78285,8.85595,381.7950594206131,78.90441664440608,31.6110355595,13.39,-0.1251,0.74,21.82,-0.47999999999999954,-0.45999999999999996,-0.3799999999999999,0.0,1.0,0.0,0.0,0.0
1998-14,0.008819312091240851,1.06,8.61,0.184956843403215,0.021937842778793515,-0.002020202020201922,0.48928,1.36998,0.78285,8.85595,381.7950594206131,78.90441664440608,31.6110355595,13.39,-0.1312,0.72,21.51,-0.47999999999999954,-0.5699999999999994,-0.3600000000000003,0.0,1.0,0.0,0.0,0.0
1998-15,-3.422528221941951e-05,1.06,8.59,0.184956843403215,0.0,-0.004048582995951455,0.48928,1.36998,0.78285,8.85595,381.7950594206131,78.90441664440608,31.6110355595,13.39,-0.2396,0.77,20.76,-0.47999999999999954,-0.5899999999999999,-0.3600000000000003,0.0,1.0,0.0,0.0,0.0
1998-16,-0.009871386300723399,1.05,8.61,0.184956843403215,0.014311270125223707,0.0060975609756097615,0.48928,1.36998,0.78285,8.85595,381.7950594206131,78.90441664440608,31.6110355595,13.39,-0.1318,0.74,21.97,-0.47999999999999954,-0.6399999999999997,-0.34999999999999964,0.0,1.0,0.0,0.0,0.0
1998-17,0.006763416204077578,1.04,8.79,0.184615384615393,0.0,-0.0121212121212122,0.60101,1.9533,0.70118,8.86497,415.0770015065992,85.1003003705768,31.6110355595,14.39,-0.0039,0.8,19.34,-0.45999999999999996,-0.7000000000000002,-0.34999999999999964,0.0,1.0,0.0,0.0,0.0
1998-18,-0.00863938741529688,1.03,8.79,0.184615384615393,0.007054673721340388,0.02249488752556239,0.60101,1.9533,0.70118,8.86497,415.0770015065992,85.1003003705768,31.6110355595,14.39,-0.0543,0.69,20.57,-0.45999999999999996,-0.6100000000000003,-0.33999999999999986,0.0,1.0,0.0,0.0,0.0
1998-19,-0.003442012483151434,1.06,8.83,0.184615384615393,-0.005253940455341555,0.008000000000000007,0.60101,1.9533,0.70118,8.86497,415.0770015065992,85.1003003705768,31.6110355595,14.39,-0.3251,0.66,20.44,-0.45999999999999996,-0.5800000000000001,-0.3700000000000001,0.0,1.0,0.0,0.0,0.0
1998-20,0.007811262725612817,1.04,8.82,0.184615384615393,-0.007042253521126751,0.007936507936507908,0.60101,1.9533,0.70118,8.86497,415.0770015065992,85.1003003705768,31.6110355595,14.39,-0.239,0.61,18.99,-0.45999999999999996,-0.5,-0.35000000000000053,0.0,1.0,0.0,0.0,1.0
1998-21,-0.022803685700247493,1.03,8.79,0.184615384615393,-0.014184397163120588,-0.03740157480314965,0.60101,1.9533,0.70118,8.86497,415.0770015065992,85.1003003705768,31.6110355595,14.39,-0.0903,0.8,21.32,-0.45999999999999996,-0.5999999999999996,-0.34000000000000075,0.0,1.0,0.0,0.0,0.0
1998-22,0.01305614932813306,1.0,8.9,0.12285012285012299,0.003597122302158251,0.01840490797546024,0.41639,1.50942,0.6766399999999999,8.37987,458.04828643265375,84.13119889248112,31.6110355595,12.06,-0.1418,0.71,19.78,-0.4299999999999997,-0.5099999999999998,-0.3099999999999996,0.0,0.0,0.0,1.0,1.0
1998-23,-0.029630721390524795,1.04,8.86,0.12285012285012299,-0.026881720430107614,0.002008032128514081,0.41639,1.50942,0.6766399999999999,8.37987,458.04828643265375,84.13119889248112,31.6110355595,12.06,-0.1466,0.7,22.78,-0.4299999999999997,-0.35000000000000053,-0.3200000000000003,0.0,0.0,0.0,1.0,0.0
1998-24,0.013194260611345857,1.04,8.92,0.12285012285012299,0.007366482504604033,0.008016032064128265,0.41639,1.50942,0.6766399999999999,8.37987,458.04828643265375,84.13119889248112,31.6110355595,12.06,-0.0853,0.66,21.92,-0.4299999999999997,-0.3700000000000001,-0.3100000000000005,0.0,0.0,0.0,1.0,0.0
1998-25,0.01125854856807034,1.06,8.9,0.12285012285012299,-0.001828153564899404,-0.031809145129224725,0.41639,1.50942,0.6766399999999999,8.37987,458.04828643265375,84.13119889248112,31.6110355595,12.06,-0.0965,0.82,19.36,-0.4299999999999997,-0.5200000000000005,-0.28000000000000025,0.0,0.0,0.0,1.0,0.0
1998-26,0.023363995293238297,1.07,9.01,0.12269938650305198,-0.0073260073260073,0.014373716632443578,0.3671,1.8355099999999998,0.9964200000000001,10.541089999999999,758.9452725841992,101.11545501344658,35.1566341047,12.04,-0.3628,0.75,17.67,-0.3799999999999999,-0.39999999999999947,-0.28000000000000025,0.0,0.0,0.0,1.0,0.0
1998-27,0.0037575854642314683,1.08,8.98,0.12269938650305198,0.0,-0.002024291497975894,0.3671,1.8355099999999998,0.9964200000000001,10.541089999999999,758.9452725841992,101.11545501344658,35.1566341047,12.04,-0.0645,0.76,17.92,-0.3799999999999999,-0.41000000000000014,-0.3100000000000005,0.0,0.0,0.0,1.0,0.0
1998-28,0.03190811171146128,1.1,8.98,0.12269938650305198,0.016605166051660403,0.016227180527383478,0.3671,1.8355099999999998,0.9964200000000001,10.541089999999999,758.9452725841992,101.11545501344658,35.1566341047,12.04,-0.4127,0.68,16.23,-0.3799999999999999,-0.4300000000000006,-0.33999999999999986,0.0,0.0,0.0,1.0,1.0
1998-29,-0.03293805201296242,1.11,8.94,0.12269938650305198,-0.010889292196007205,-0.011976047904191489,0.3671,1.8355099999999998,0.9964200000000001,10.541089999999999,758.9452725841992,101.11545501344658,35.1566341047,12.04,-0.1042,0.74,23.01,-0.3799999999999999,-0.4399999999999995,-0.33999999999999986,0.0,0.0,0.0,1.0,1.0
1998-30,-0.018502654690575125,1.1,9.06,0.12254901960786,0.00917431192660545,0.004040404040403844,0.65708,3.8329400000000002,1.20464,12.75822,802.9404168457444,114.56327431910265,35.1566341047,11.88,-0.0405,0.72,24.8,-0.41999999999999993,-0.45999999999999996,-0.3099999999999996,0.0,0.0,1.0,0.0,1.0
